pid,event,time,fac_heduc,fac_heblack,fac_mixed
887,1,9.665,12-15,No,No
888,0,38.103,<12,No,No
889,0,12.0,<12,No,No
890,0,37.418,12-15,No,No
891,0,23.951,16+,No,No
892,0,23.951,16+,No,No
893,0,36.0,<12,No,No
894,0,44.999,12-15,No,No
895,0,33.793,12-15,No,No
896,1,1.722,12-15,No,No
897,1,2.9075,<12,No,No
898,0,15.001,<12,No,No
899,1,4.082,12-15,No,No
900,1,50.379,12-15,No,No
901,1,20.7475,<12,No,No
902,0,25.405,12-15,No,No
903,1,1.7465,<12,No,No
904,0,25.405,12-15,No,No
905,0,47.08,12-15,No,No
906,0,45.626,12-15,No,No
907,0,8.14,<12,No,No
908,0,9.818,12-15,No,No
909,1,23.655,16+,No,No
910,1,4.208,12-15,No,No
911,1,13.8345,<12,No,No
912,1,4.586,12-15,No,No
913,1,6.675,<12,No,No
914,0,40.95,12-15,Yes,No
915,0,1.492,12-15,Yes,No
916,0,17.999,<12,Yes,No
917,0,14.998,<12,Yes,No
918,0,5.799,12-15,Yes,No
919,1,11.5425,<12,No,No
920,0,32.747,<12,No,No
921,0,51.291,<12,No,No
922,1,10.305,<12,No,No
923,0,6.136,<12,Yes,No
924,0,5.577,12-15,Yes,No
925,1,19.9125,12-15,No,No
926,0,41.503,16+,No,No
927,0,7.069,16+,No,No
928,0,7.069,16+,No,No
929,1,31.666,<12,No,No
930,0,7.767,12-15,No,No
931,0,44.873,<12,No,No
932,1,1.498,16+,No,No
933,0,26.527,12-15,No,No
934,1,21.919,16+,No,No
935,0,1.843,12-15,No,No
936,1,0.75,12-15,No,Yes
937,0,47.543,16+,No,No
938,0,16.999,<12,No,No
939,0,47.943,12-15,No,No
940,0,14.998,12-15,No,No
941,1,4.145,12-15,No,No
942,0,10.793,12-15,No,No
943,0,26.497,12-15,No,No
944,0,13.744,12-15,No,No
945,0,43.001,<12,No,No
946,0,43.001,<12,No,No
947,0,49.248,12-15,No,No
948,0,3.255,12-15,No,No
949,0,24.999,12-15,No,No
950,0,43.997,<12,No,No
951,1,8.041,12-15,No,No
952,0,11.926,12-15,No,No
953,0,17.591,16+,No,No
954,1,18.42,12-15,No,No
955,1,12.085,12-15,No,No
956,1,9.7745,12-15,No,No
957,0,16.252,<12,No,No
958,0,31.34,12-15,No,No
959,0,31.34,12-15,No,No
960,0,44.027,<12,No,No
961,0,43.581,12-15,No,No
962,0,7.83,12-15,No,No
963,1,10.872,12-15,No,No
964,1,10.0725,12-15,No,No
965,0,26.42,12-15,No,No
966,0,44.435,16+,No,No
967,0,21.038,12-15,Yes,No
968,0,14.935,16+,No,No
969,0,6.001,12-15,No,No
970,0,29.982,12-15,No,No
971,0,34.79,16+,No,No
972,0,34.79,16+,No,No
973,0,5.032,<12,No,No
974,0,46.762,<12,No,No
975,0,1.624,12-15,No,No
976,0,26.42,16+,No,No
977,0,32.545,16+,No,No
978,0,19.926,16+,No,No
979,0,53.749,16+,No,No
980,1,2.998,12-15,No,No
981,0,18.157,16+,No,No
982,0,53.391,<12,No,No
983,0,26.667,12-15,No,No
984,1,20.0,12-15,No,No
985,0,54.226,<12,No,No
986,0,19.94,<12,No,No
987,1,4.58,16+,No,No
988,0,15.162,12-15,No,No
989,0,27.997,12-15,No,No
990,1,18.338,<12,No,No
991,0,20.611,12-15,No,No
992,0,10.752,16+,No,No
993,0,39.422,16+,No,No
994,0,12.649,16+,No,No
995,0,5.569,12-15,No,No
996,1,5.498,12-15,No,No
997,0,46.653,16+,No,No
998,0,48.895,<12,No,No
999,0,6.278,12-15,No,No
1000,0,6.278,12-15,No,No
1001,0,6.114,<12,No,No
1002,0,62.752,12-15,No,No
1003,0,32.422,12-15,No,No
1004,0,48.463,12-15,No,No
1005,0,32.167,<12,No,No
1006,1,22.497,<12,Yes,Yes
1007,0,13.996,12-15,No,No
1008,0,7.001,12-15,Yes,No
1009,0,35.253,12-15,No,No
1010,0,6.653,<12,Yes,No
1011,0,6.653,<12,Yes,No
1012,0,12.0,<12,No,No
1013,1,16.7285,<12,No,Yes
1014,0,9.829,12-15,No,No
1015,0,43.001,<12,No,No
1016,0,43.001,<12,No,No
1017,0,54.067,<12,No,No
1018,0,54.831,<12,No,No
1019,0,42.004,<12,No,No
1020,0,9.372,16+,No,No
1021,0,32.003,<12,No,No
1022,0,38.001,<12,No,No
1023,0,5.038,12-15,No,No
1024,1,3.525,16+,No,No
1025,1,20.463,12-15,No,No
1026,0,25.892,12-15,No,No
1027,0,49.629,12-15,No,No
1028,0,42.604,<12,No,No
1029,0,33.309,12-15,No,No
1030,0,9.796,12-15,No,No
1031,0,21.131,12-15,No,No
1032,1,19.499,<12,No,No
1033,0,22.001,16+,No,No
1034,0,4.003,<12,No,No
1035,1,1.166,<12,No,No
1036,0,36.082,12-15,No,No
1037,0,8.753,16+,No,No
1038,1,6.634,12-15,No,No
1039,1,13.2485,12-15,No,No
1040,0,31.748,16+,No,No
1041,0,3.551,12-15,No,No
1042,0,34.352,12-15,No,No
1043,0,52.498,12-15,No,No
1044,0,7.518,12-15,No,No
1045,0,36.0,12-15,No,No
1046,0,7.001,16+,No,No
1047,0,7.001,16+,No,No
1048,0,39.329,12-15,No,No
1049,0,1.823,16+,No,No
1050,0,30.415,12-15,No,No
1051,0,4.594,<12,No,No
1052,0,4.594,12-15,No,No
1053,0,22.305,12-15,No,No
1054,1,20.334,16+,No,No
1055,1,20.334,12-15,No,No
1056,0,37.793,12-15,No,No
1057,1,25.8315,<12,No,No
1058,1,22.5,12-15,No,No
1059,0,42.623,16+,No,No
1060,0,32.813,16+,No,No
1061,0,8.819,16+,No,No
1062,0,46.456,16+,No,No
1063,0,2.267,16+,No,No
1064,1,1.336,16+,No,No
1065,0,62.338,12-15,Yes,No
1066,0,36.75,<12,Yes,No
1067,0,36.75,<12,Yes,No
1068,1,19.9535,<12,No,No
1069,1,24.431,12-15,No,No
1070,0,51.874,<12,No,No
1071,0,10.919,12-15,No,No
1072,0,34.338,16+,No,No
1073,1,20.999,12-15,No,No
1074,1,9.914,12-15,No,No
1075,0,15.302,<12,No,No
1076,0,62.084,12-15,No,No
1077,1,9.084,12-15,No,No
1078,0,24.58,12-15,No,No
1079,0,11.324,<12,No,No
1080,1,6.497,12-15,No,No
1081,1,6.497,12-15,No,No
1082,0,32.337,<12,No,No
1083,0,25.47,12-15,No,No
1084,0,29.771,12-15,No,No
1085,0,17.292,12-15,No,No
1086,1,20.03,12-15,No,No
1087,0,2.861,12-15,No,No
1088,1,5.5165,<12,No,No
1089,1,4.6135,<12,No,No
1090,1,10.166,12-15,No,No
1091,0,12.753,12-15,No,No
1092,0,47.009,<12,No,No
1093,0,18.864,<12,No,No
1094,0,38.732,<12,No,No
1095,0,56.041,12-15,No,No
1096,0,41.388,<12,No,No
1097,1,23.732,12-15,No,No
1098,1,8.9145,12-15,No,No
1099,0,21.339,16+,No,No
1100,0,27.817,<12,No,No
1101,1,7.0825,12-15,No,No
1102,0,24.016,<12,No,No
1103,0,41.128,12-15,No,No
1104,0,24.999,12-15,No,No
1105,1,17.6005,12-15,No,No
1106,1,6.3325,12-15,No,Yes
1107,0,35.803,<12,No,No
1108,1,1.9165,<12,No,No
1109,0,9.374,12-15,No,No
1110,0,53.155,12-15,No,No
1111,0,15.058,12-15,No,No
1112,0,15.058,12-15,No,No
1113,0,6.987,12-15,No,No
1114,0,4.016,12-15,No,No
1115,0,41.12,16+,No,No
1116,0,49.999,<12,No,No
1117,0,38.571,<12,No,No
1118,0,22.401,16+,No,No
1119,1,15.0005,<12,Yes,Yes
1120,1,2.505,16+,No,No
1121,0,28.074,16+,No,No
1122,0,3.017,12-15,No,No
1123,0,45.733,12-15,No,No
1124,0,33.013,<12,No,No
1125,0,23.578,12-15,No,No
1126,0,23.578,12-15,No,No
1127,1,21.6785,<12,No,No
1128,0,13.969,12-15,No,No
1129,1,10.486,<12,No,No
1130,1,5.667,<12,No,No
1131,1,9.9135,<12,No,No
1132,1,5.2485,16+,No,No
1133,0,4.835,12-15,No,No
1134,0,5.684,<12,No,No
1135,0,62.33,<12,No,No
1136,0,43.882,12-15,No,No
1137,1,4.082,16+,No,No
1138,0,50.502,<12,No,No
1139,0,50.163,<12,Yes,No
1140,1,16.082,16+,No,No
1141,0,9.555,16+,No,No
1142,0,9.555,16+,No,No
1143,1,4.704,12-15,No,No
1144,0,43.313,12-15,No,No
1145,0,25.722,12-15,No,No
1146,0,53.985,<12,No,No
1147,1,4.668,12-15,No,No
1148,0,1.777,12-15,No,No
1149,1,1.511,12-15,No,No
1150,1,9.0105,12-15,No,No
1151,0,14.097,12-15,No,No
1152,1,19.8575,<12,No,No
1153,0,7.997,12-15,No,No
1154,0,27.409,12-15,No,No
1155,0,39.362,12-15,No,No
1156,0,16.78,16+,No,No
1157,0,12.597,12-15,No,No
1158,0,9.591,12-15,Yes,No
1159,0,25.013,12-15,No,No
1160,0,34.1,<12,Yes,No
1161,1,3.2085,<12,Yes,No
1162,1,4.022,12-15,Yes,No
1163,0,10.001,12-15,No,No
1164,0,64.255,<12,No,No
1165,0,23.619,12-15,No,No
1166,0,14.746,<12,No,No
1167,0,14.746,12-15,No,No
1168,1,20.5205,12-15,Yes,No
1169,0,0.734,12-15,Yes,No
1170,0,1.169,12-15,Yes,No
1171,0,3.173,12-15,Yes,No
1172,0,42.251,12-15,No,No
1173,0,19.576,12-15,No,No
1174,0,28.999,<12,No,No
1175,0,27.477,<12,No,No
1176,0,18.163,12-15,No,No
1177,0,11.455,12-15,No,No
1178,1,15.2885,12-15,No,No
1179,0,31.91,12-15,No,No
1180,1,1.4155,12-15,No,No
1181,0,61.498,<12,Yes,No
1182,0,61.498,<12,Yes,No
1183,1,7.6575,12-15,Yes,No
1184,0,25.309,<12,Yes,No
1185,0,31.775,12-15,No,No
1186,1,7.4115,12-15,No,No
1187,0,19.173,12-15,No,No
1188,1,4.134,<12,No,No
1189,0,3.253,12-15,No,No
1190,0,24.917,12-15,Yes,No
1191,0,0.641,12-15,No,No
1192,1,8.0435,12-15,No,No
1193,0,13.437,16+,No,No
1194,0,13.437,16+,No,No
1195,1,13.699,12-15,No,No
1196,0,20.654,16+,No,No
1197,0,19.441,12-15,No,No
1198,0,25.999,<12,No,No
1199,1,9.465,<12,No,No
1200,0,8.468,12-15,No,No
1201,0,27.335,12-15,No,No
1202,0,40.805,12-15,No,No
1203,1,4.337,12-15,No,No
1204,1,21.665,12-15,No,No
1205,0,36.945,<12,No,No
1206,0,36.945,12-15,No,No
1207,0,2.075,<12,No,No
1208,0,18.795,12-15,No,No
1209,1,7.2495,12-15,No,No
1210,0,32.172,12-15,No,No
1211,0,24.726,12-15,No,No
1212,1,13.974,16+,No,No
1213,0,38.916,12-15,No,No
1214,0,15.934,16+,No,No
1215,0,15.934,16+,No,No
1216,0,11.165,<12,No,No
1217,0,52.0,12-15,No,No
1218,0,54.595,12-15,No,No
1219,1,2.166,12-15,No,No
1220,1,5.084,12-15,No,No
1221,0,49.999,12-15,No,No
1222,0,38.494,<12,No,No
1223,0,17.67,12-15,No,No
1224,0,21.066,12-15,No,No
1225,0,59.206,<12,Yes,No
1226,0,34.609,<12,No,No
1227,0,47.759,<12,No,No
1228,1,6.248,<12,No,No
1229,0,6.289,12-15,No,No
1230,0,40.695,12-15,No,No
1231,1,10.9155,<12,No,No
1232,0,16.227,12-15,No,No
1233,0,4.003,16+,No,No
1234,0,54.845,<12,No,No
1235,1,1.665,16+,No,No
1236,0,43.11,12-15,No,No
1237,0,38.212,12-15,No,No
1238,0,43.964,<12,No,No
1239,1,13.2485,16+,No,No
1240,1,9.128,16+,No,No
1241,0,42.823,12-15,No,No
1242,0,20.843,12-15,No,No
1243,1,3.417,12-15,No,No
1244,1,29.0815,12-15,No,No
1245,0,5.12,16+,No,No
1246,0,14.795,12-15,No,No
1247,0,14.795,12-15,No,No
1248,1,3.1295,12-15,Yes,Yes
1249,1,5.2215,16+,No,No
1250,1,1.1635,12-15,No,No
1251,0,17.848,12-15,No,No
1252,0,16.096,12-15,No,No
1253,1,3.0005,12-15,No,No
1254,0,16.096,12-15,No,No
1255,0,30.335,12-15,No,No
1256,0,5.15,<12,No,No
1257,0,15.751,12-15,No,No
1258,0,17.511,16+,No,No
1259,0,16.0,12-15,No,No
1260,0,56.903,12-15,No,No
1261,0,30.275,12-15,No,No
1262,0,37.317,12-15,No,No
1263,1,4.0,12-15,No,No
1264,0,14.771,12-15,No,No
1265,0,52.151,12-15,No,No
1266,0,7.811,16+,No,No
1267,1,5.4975,<12,No,No
1268,0,18.001,12-15,No,No
1269,0,31.083,12-15,No,No
1270,0,47.233,<12,No,No
1271,0,58.001,<12,No,No
1272,0,8.509,16+,No,No
1273,0,44.244,12-15,No,No
1274,0,54.68,<12,No,No
1275,1,19.915,16+,No,No
1276,1,6.0015,<12,No,No
1277,0,33.662,16+,No,No
1278,0,34.16,16+,No,No
1279,0,6.297,12-15,No,No
1280,1,15.165,16+,No,No
1281,0,25.916,16+,No,No
1282,0,1.656,12-15,No,No
1283,0,12.879,12-15,No,No
1284,0,10.546,12-15,No,No
1285,0,10.913,16+,No,No
1286,1,12.501,16+,No,No
1287,1,8.9995,16+,No,No
1288,1,1.8645,12-15,No,No
1289,0,13.73,16+,No,No
1290,0,8.643,16+,No,Yes
1291,1,23.0855,12-15,No,No
1292,0,51.863,12-15,No,No
1293,0,51.863,12-15,No,No
1294,0,24.999,<12,Yes,No
1295,0,42.998,<12,No,No
1296,0,3.072,16+,No,No
1297,0,22.119,12-15,No,No
1298,0,43.625,12-15,Yes,No
1299,0,1.733,<12,Yes,No
1300,1,15.354,<12,No,Yes
1301,1,24.0465,<12,Yes,No
1302,1,15.083,<12,Yes,No
1303,0,18.064,12-15,No,No
1304,1,5.2125,12-15,No,No
1305,0,3.483,12-15,No,No
1306,0,52.164,12-15,No,No
1307,1,2.001,<12,No,No
1308,0,2.637,12-15,No,No
1309,0,10.809,<12,No,No
1310,0,40.416,<12,No,No
1311,0,20.602,12-15,No,No
1312,0,32.695,<12,No,No
1313,0,4.775,12-15,No,No
1314,0,46.538,<12,No,No
1315,1,21.5825,12-15,No,No
1316,1,14.4145,12-15,No,No
1317,0,6.735,12-15,No,No
1318,1,1.6645,16+,No,No
1319,1,4.334,12-15,No,No
1320,0,3.003,<12,No,No
1321,0,14.973,<12,No,No
1322,0,26.623,12-15,No,No
1323,0,50.568,16+,No,No
1324,1,15.406,16+,No,No
1325,0,17.969,12-15,No,No
1326,1,6.7485,12-15,No,No
1327,0,2.976,<12,No,No
1328,1,8.26,12-15,No,No
1329,0,21.999,12-15,No,No
1330,0,33.109,<12,No,No
1331,0,24.413,12-15,No,No
1332,0,40.071,16+,No,No
1333,0,11.061,12-15,No,No
1334,0,1.955,12-15,No,No
1335,0,12.099,16+,No,No
1336,0,8.92,16+,No,No
1337,0,17.999,12-15,No,No
1338,0,41.588,12-15,No,No
1339,0,42.42,12-15,No,No
1340,0,33.914,16+,No,No
1341,0,6.653,12-15,No,Yes
1342,0,17.643,12-15,No,No
1343,0,17.643,12-15,No,No
1344,0,22.617,12-15,No,No
1345,1,7.1895,<12,No,No
1346,1,19.2525,<12,No,No
1347,1,3.0005,<12,No,No
1348,1,36.0,<12,No,Yes
1349,0,17.93,12-15,Yes,No
1350,0,0.679,12-15,Yes,No
1351,1,2.776,12-15,No,No
1352,0,45.081,<12,No,No
1353,0,45.081,<12,No,No
1354,1,6.664,<12,No,No
1355,1,6.385,<12,No,No
1356,0,24.038,<12,Yes,No
1357,1,6.59,12-15,No,No
1358,0,3.014,16+,No,No
1359,0,63.376,16+,No,No
1360,0,63.335,16+,No,No
1361,0,38.141,12-15,No,No
1362,0,10.486,12-15,No,No
1363,1,15.915,<12,No,No
1364,0,62.084,16+,No,No
1365,1,6.7845,16+,No,No
1366,1,24.887,12-15,No,No
1367,1,22.523,<12,No,No
1368,0,51.362,<12,No,No
1369,0,61.678,12-15,No,No
1370,1,10.6285,<12,No,No
1371,1,2.7485,<12,No,No
1372,1,25.955,<12,No,No
1373,1,4.0245,<12,No,No
1374,0,22.418,<12,No,No
1375,0,0.846,12-15,No,No
1376,0,8.63,12-15,No,No
1377,0,8.843,12-15,No,No
1378,0,38.897,<12,No,No
1379,0,47.734,16+,No,No
1380,0,34.987,12-15,No,No
1381,0,36.249,<12,No,No
1382,0,15.132,12-15,No,No
1383,0,7.956,<12,No,No
1384,0,29.971,12-15,No,No
1385,0,13.602,12-15,No,No
1386,0,13.684,12-15,No,No
1387,0,10.968,12-15,No,No
1388,0,45.399,16+,No,No
1389,0,15.877,12-15,No,No
1390,0,0.646,12-15,No,No
1391,0,4.162,12-15,No,No
1392,0,7.45,12-15,No,No
1393,0,13.927,<12,No,No
1394,0,1.309,12-15,No,No
1395,0,22.998,12-15,No,No
1396,1,14.601,12-15,No,No
1397,0,24.999,<12,No,No
1398,0,25.279,12-15,No,No
1399,0,48.485,<12,No,No
1400,0,49.248,<12,No,No
1401,0,21.914,12-15,No,No
1402,1,0.583,12-15,No,No
1403,1,9.5635,12-15,No,No
1404,0,2.423,12-15,No,No
1405,0,4.0,12-15,No,No
1406,0,14.773,12-15,No,No
1407,1,3.8985,12-15,No,No
1408,0,9.862,<12,No,No
1409,0,9.862,12-15,No,No
1410,0,20.835,<12,No,No
1411,0,16.901,12-15,No,No
1412,0,9.142,12-15,No,No
1413,0,6.795,<12,No,No
1414,0,22.256,<12,No,No
1415,0,9.936,<12,No,No
1416,0,40.914,12-15,No,No
1417,0,2.185,12-15,Yes,No
1418,1,2.5545,<12,Yes,No
1419,0,28.112,12-15,No,No
1420,1,8.049,<12,No,No
1421,0,47.42,12-15,No,No
1422,0,0.761,16+,No,No
1423,0,46.642,16+,No,No
1424,0,19.061,12-15,No,No
1425,1,3.7755,12-15,No,No
1426,0,17.689,12-15,No,No
1427,0,10.7,16+,No,No
1428,0,4.0,12-15,No,No
1429,1,24.846,16+,No,No
1430,1,19.789,<12,No,Yes
1431,0,2.716,12-15,Yes,No
1432,0,20.504,12-15,No,No
1433,0,19.94,16+,No,No
1434,0,20.923,12-15,No,No
1435,0,31.811,12-15,No,No
1436,1,6.2725,12-15,No,No
1437,0,42.502,<12,No,Yes
1438,1,20.6245,<12,No,Yes
1439,0,8.0,16+,No,No
1440,0,26.998,12-15,No,No
1441,0,26.998,<12,No,No
1442,1,8.4955,12-15,No,No
1443,1,1.591,16+,No,No
1444,1,3.083,<12,No,No
1445,1,3.083,12-15,No,No
1446,0,5.254,12-15,No,No
1447,0,10.311,<12,No,No
1448,0,47.907,<12,No,No
1449,0,47.028,<12,No,No
1450,0,52.917,16+,No,No
1451,0,52.917,12-15,No,No
1452,0,49.944,12-15,No,No
1453,0,29.982,12-15,No,No
1454,0,57.166,12-15,No,No
1455,1,24.999,<12,No,Yes
1456,1,22.453,12-15,No,No
1457,0,45.169,12-15,No,Yes
1458,1,0.4985,12-15,No,Yes
1459,1,16.252,12-15,No,No
1460,0,21.949,12-15,No,No
1461,0,11.053,12-15,No,No
1462,0,3.168,12-15,No,No
1463,1,1.0595,12-15,No,No
1464,0,6.188,16+,No,No
1465,0,9.656,12-15,No,No
1466,0,6.188,16+,No,No
1467,0,49.687,12-15,No,No
1468,0,20.285,12-15,No,No
1469,0,46.905,12-15,No,No
1470,0,46.905,12-15,No,No
1471,0,38.998,12-15,No,No
1472,0,21.651,16+,No,No
1473,0,34.598,12-15,No,No
1474,0,14.052,12-15,No,No
1475,0,15.218,12-15,No,No
1476,1,27.42,<12,No,No
1477,0,4.758,<12,No,No
1478,0,4.758,16+,No,No
1479,0,1.038,12-15,No,No
1480,1,25.169,16+,No,No
1481,0,0.81,12-15,No,No
1482,0,18.179,12-15,No,No
1483,0,42.103,16+,No,No
1484,0,9.81,16+,No,No
1485,1,5.667,12-15,No,No
1486,0,49.539,12-15,No,No
1487,0,2.001,12-15,No,No
1488,1,9.3345,<12,No,No
1489,0,20.789,<12,No,No
1490,0,9.213,12-15,No,No
1491,0,8.794,12-15,No,No
1492,0,36.586,<12,No,No
1493,1,5.747,12-15,No,No
1494,0,51.458,<12,No,No
1495,0,35.17,12-15,No,No
1496,0,25.999,<12,Yes,No
1497,1,0.101,<12,No,No
1498,1,3.751,12-15,No,No
1499,1,2.6585,12-15,Yes,No
1500,1,27.4275,12-15,No,No
1501,0,11.992,12-15,No,No
1502,0,7.003,12-15,No,No
1503,1,15.25,12-15,No,No
1504,0,19.066,12-15,No,No
1505,0,8.616,<12,No,No
1506,0,13.733,16+,No,No
1507,1,26.8335,12-15,No,No
1508,0,64.394,12-15,No,No
1509,0,64.394,<12,No,No
1510,0,20.846,<12,No,No
1511,0,6.768,12-15,No,No
1512,1,6.8805,16+,No,No
1513,0,31.647,12-15,No,No
1514,1,3.748,12-15,No,Yes
1515,0,5.421,16+,No,No
1516,0,45.418,<12,No,No
1517,1,3.4555,12-15,No,No
1518,0,17.947,12-15,No,No
1519,0,46.984,<12,No,No
1520,1,4.575,12-15,No,No
1521,1,16.17,16+,No,No
1522,1,16.17,<12,No,No
1523,0,4.679,16+,No,No
1524,1,19.165,16+,No,No
1525,0,25.435,16+,No,No
1526,0,25.435,16+,No,No
1527,0,12.999,<12,No,No
1528,0,23.376,16+,No,No
1529,0,26.001,<12,No,No
1530,1,24.027,12-15,No,No
1531,1,14.059,<12,No,No
1532,0,0.252,12-15,No,No
1533,0,0.252,12-15,No,No
1534,1,3.6715,12-15,No,No
1535,1,5.0405,12-15,No,No
1536,0,23.414,16+,No,No
1537,1,15.3375,12-15,No,No
1538,1,23.499,12-15,Yes,No
1539,1,13.002,<12,Yes,No
1540,0,45.383,<12,No,No
1541,0,12.0,12-15,No,No
1542,0,11.001,12-15,No,No
1543,0,53.821,12-15,No,No
1544,0,25.999,12-15,No,No
1545,0,34.5,12-15,No,No
1546,0,13.993,12-15,No,No
1547,0,6.031,<12,No,No
1548,1,1.818,12-15,No,No
1549,0,38.155,<12,No,No
1550,0,5.005,12-15,No,No
1551,0,38.845,<12,No,No
1552,0,40.118,<12,No,No
1553,0,7.266,<12,No,No
1554,0,14.097,12-15,No,No
1555,1,7.417,12-15,No,No
1556,0,3.559,<12,No,No
1557,0,43.496,12-15,No,No
1558,0,47.264,12-15,No,No
1559,1,28.249,12-15,No,No
1560,0,3.499,12-15,No,No
1561,0,42.431,<12,No,No
1562,0,39.168,12-15,No,No
1563,0,19.951,12-15,No,No
1564,0,1.164,12-15,No,No
1565,0,25.818,12-15,No,No
1566,0,6.47,12-15,No,No
1567,0,12.233,12-15,No,No
1568,1,10.086,12-15,No,No
1569,1,25.696,12-15,No,No
1570,0,58.363,<12,No,No
1571,0,3.526,12-15,No,No
1572,0,55.51,<12,No,No
1573,0,19.559,<12,No,No
1574,1,6.801,<12,No,No
1575,0,8.616,12-15,No,No
1576,0,44.085,<12,No,No
1577,0,25.588,12-15,No,No
1578,0,19.611,<12,Yes,No
1579,1,11.2495,12-15,No,No
1580,0,5.002,12-15,No,No
1581,0,26.771,12-15,No,No
1582,1,8.764,12-15,No,No
1583,0,21.372,12-15,No,No
1584,0,7.838,12-15,No,No
1585,0,30.93,12-15,No,No
1586,0,32.0,<12,No,No
1587,0,18.144,12-15,No,No
1588,1,1.333,12-15,No,No
1589,1,5.7495,12-15,No,No
1590,0,27.001,12-15,No,No
1591,0,24.641,12-15,No,No
1592,1,1.1665,<12,No,No
1593,0,3.885,<12,No,No
1594,0,27.581,12-15,No,No
1595,1,4.4435,<12,No,No
1596,1,4.9995,<12,No,No
1597,0,21.561,12-15,No,No
1598,0,21.336,12-15,No,No
1599,0,39.641,12-15,No,No
1600,0,17.142,12-15,No,No
1601,0,16.337,12-15,No,No
1602,0,17.142,12-15,No,No
1603,0,61.667,12-15,No,No
1604,1,17.112,12-15,No,No
1605,0,11.436,<12,No,No
1606,0,47.671,12-15,No,No
1607,0,2.872,<12,No,No
1608,1,14.6695,12-15,No,No
1609,1,14.6695,12-15,No,No
1610,1,5.5825,<12,No,No
1611,0,43.042,16+,No,No
1612,1,2.9185,12-15,No,No
1613,0,11.896,12-15,No,No
1614,0,8.953,12-15,No,No
1615,0,43.573,12-15,No,No
1616,0,2.634,12-15,No,No
1617,1,6.2095,12-15,No,No
1618,0,16.329,12-15,No,No
1619,1,24.4435,<12,No,No
1620,0,52.0,12-15,No,No
1621,1,9.1665,<12,No,No
1622,1,4.3285,<12,No,No
1623,0,10.412,<12,No,No
1624,0,46.524,16+,No,No
1625,1,3.5015,<12,No,No
1626,0,7.409,12-15,No,No
1627,0,3.001,12-15,No,Yes
1628,1,25.4235,<12,No,No
1629,0,3.001,<12,No,No
1630,1,27.0825,16+,No,No
1631,0,24.586,12-15,No,No
1632,0,7.828,16+,No,No
1633,1,10.998,12-15,No,No
1634,0,0.745,<12,No,No
1635,1,3.0035,<12,No,No
1636,0,24.249,<12,No,Yes
1637,0,23.45,16+,No,No
1638,1,20.1095,<12,No,No
1639,0,22.656,<12,No,No
1640,0,25.01,<12,No,No
1641,0,14.743,12-15,Yes,No
1642,0,48.999,16+,No,No
1643,1,4.203,<12,No,No
1644,0,54.418,<12,No,No
1645,0,13.279,12-15,No,No
1646,0,25.35,12-15,No,No
1647,0,32.791,<12,No,No
1648,0,7.663,12-15,No,No
1649,0,17.823,12-15,No,No
1650,0,0.999,<12,No,No
1651,1,2.0455,<12,No,No
1652,1,3.113,12-15,No,No
1653,0,53.993,12-15,No,No
1654,0,53.993,12-15,No,No
1655,0,30.916,<12,No,No
1656,0,26.015,<12,No,No
1657,0,26.762,12-15,No,No
1658,1,3.1235,<12,No,No
1659,1,9.495,<12,No,No
1660,1,9.347,<12,No,No
1661,0,40.698,12-15,No,No
1662,0,7.584,12-15,No,No
1663,1,11.748,<12,No,No
1664,0,50.494,12-15,No,No
1665,0,22.992,12-15,No,No
1666,1,10.338,12-15,No,No
1667,0,40.093,<12,No,No
1668,0,40.093,<12,No,No
1669,0,18.519,12-15,No,No
1670,0,9.437,<12,No,No
1671,0,9.437,12-15,No,No
1672,0,26.554,12-15,No,No
1673,0,26.554,12-15,No,No
1674,0,0.238,12-15,Yes,No
1675,1,0.498,12-15,Yes,No
1676,1,11.028,12-15,Yes,No
1677,0,45.96,12-15,No,No
1678,0,34.502,12-15,No,No
1679,1,13.7505,12-15,No,No
1680,0,5.451,12-15,No,No
1681,1,7.915,12-15,No,No
1682,1,9.7195,12-15,No,No
1683,1,2.4175,12-15,No,No
1684,0,55.42,<12,No,Yes
1685,0,15.995,<12,Yes,Yes
1686,0,4.958,12-15,Yes,No
1687,0,15.995,12-15,Yes,Yes
1688,0,28.008,12-15,No,No
1689,0,1.002,12-15,No,No
1690,1,14.749,12-15,No,No
1691,0,42.023,12-15,No,No
1692,0,42.023,<12,No,No
1693,0,5.235,12-15,No,No
1694,1,3.2495,12-15,No,No
1695,0,51.57,<12,No,No
1696,0,38.585,12-15,No,No
1697,0,20.0,12-15,No,No
1698,0,15.997,12-15,No,No
1699,0,15.997,12-15,No,No
1700,0,24.999,12-15,No,No
1701,1,5.421,16+,No,No
1702,0,3.447,<12,No,No
1703,0,9.999,12-15,No,No
1704,0,37.999,16+,No,No
1705,1,22.4995,12-15,Yes,No
1706,1,4.4575,16+,No,Yes
1707,1,12.4995,12-15,No,No
1708,0,8.35,<12,No,No
1709,0,11.532,12-15,No,No
1710,0,18.237,12-15,No,No
1711,0,18.237,12-15,No,No
1712,0,54.91,12-15,No,No
1713,1,1.752,12-15,No,No
1714,0,14.998,16+,No,No
1715,0,12.0,12-15,No,No
1716,0,48.999,<12,No,No
1717,0,41.947,12-15,No,No
1718,0,17.506,16+,No,No
1719,0,17.506,16+,No,No
1720,0,1.465,12-15,No,No
